Gene_id	Description
ofav93755	Cytochrome P450 3A24 OS=Ovis aries GN=CYP3A24 PE=2 SV=1 E(blastx)=3e-23
ofav67196	Mannose-1-phosphate guanyltransferase beta OS=Danio rerio GN=gmppb PE=2 SV=1 E(blastx)=1e-39
ofav91428	Mitochondrial thiamine pyrophosphate carrier OS=Homo sapiens GN=SLC25A19 PE=1 SV=1 E(blastx)=3e-28
ofav12702	SWI/SNF and RSC complexes subunit ssr2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=ssr2 PE=1 SV=3 E(blastx)=3e-48
ofav20407	Transmembrane 9 superfamily member 1 OS=Mus musculus GN=Tm9sf1 PE=2 SV=2 E(blastx)=3e-87
ofav2588	E3 ubiquitin-protein ligase TRIM23 OS=Homo sapiens GN=TRIM23 PE=1 SV=1 E(blastx)=8e-11
ofav46763	Fibroblast growth factor receptor 4 OS=Xenopus laevis GN=fgfr4 PE=2 SV=1 E(blastx)=1e-12
ofav44163	Transcription cofactor vestigial-like protein 4 OS=Homo sapiens GN=VGLL4 PE=1 SV=4 E(blastx)=4e-20
ofav68314	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1 E(blastx)=1e-06
ofav3548	Zinc finger protein 82 homolog OS=Homo sapiens GN=ZFP82 PE=2 SV=1 E(blastx)=2e-35
ofav23236	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Bos taurus GN=NDUFS4 PE=1 SV=1 E(blastx)=4e-42
ofav64737	Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=5e-17
ofav11109	40S ribosomal protein S30 OS=Rattus norvegicus GN=Fau PE=1 SV=1 E(blastx)=1e-15
ofav92946	Adenylate cyclase type 8 OS=Mus musculus GN=Adcy8 PE=1 SV=2 E(blastx)=5e-40
ofav135202	Mitochondrial intermembrane space import and assembly protein 40 OS=Rattus norvegicus GN=Chchd4 PE=2 SV=1 E(blastx)=1e-41
ofav102026	Dynein heavy chain 14, axonemal OS=Homo sapiens GN=DNAH14 PE=2 SV=3 E(blastx)=4e-24
ofav32617	Protein-cysteine N-palmitoyltransferase HHAT-like protein OS=Mus musculus GN=Hhatl PE=1 SV=2 E(blastx)=3e-06
ofav67823	Tetratricopeptide repeat protein 5 OS=Bos taurus GN=TTC5 PE=2 SV=1 E(blastx)=6e-30
ofav145285	60S ribosomal protein L10 OS=Drosophila melanogaster GN=RpL10 PE=1 SV=1 E(blastx)=3e-41
ofav42069	Sialate O-acetylesterase OS=Homo sapiens GN=SIAE PE=1 SV=1 E(blastx)=3e-123
ofav13792	Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1 E(blastx)=4e-16
ofav41251	PHD finger protein 13 OS=Homo sapiens GN=PHF13 PE=1 SV=2 E(blastx)=2e-28
ofav55007	Rab GTPase-activating protein 1-like OS=Homo sapiens GN=RABGAP1L PE=1 SV=1 E(blastx)=3e-20
ofav29374	Sideroflexin-2 OS=Homo sapiens GN=SFXN2 PE=1 SV=2 E(blastx)=4e-66
ofav22900	Bromodomain adjacent to zinc finger domain protein 1A OS=Mus musculus GN=Baz1a PE=1 SV=3 E(blastx)=6e-26
ofav43083	Protein NDRG3 OS=Mus musculus GN=Ndrg3 PE=1 SV=1 E(blastx)=2e-41
ofav23247	Low-density lipoprotein receptor-related protein 5 OS=Mus musculus GN=Lrp5 PE=1 SV=3 E(blastx)=1e-30
ofav95648	Cysteine-rich protein 1 OS=Rattus norvegicus GN=Crip1 PE=1 SV=2 E(blastx)=2e-47
ofav46104	Polypyrimidine tract-binding protein 2 OS=Rattus norvegicus GN=Ptbp2 PE=1 SV=1 E(blastx)=7e-154
ofav67532	Chromodomain-helicase-DNA-binding protein 5 OS=Rattus norvegicus GN=Chd5 PE=1 SV=1 E(blastx)=2e-47
ofav80602	Phthiocerol synthesis polyketide synthase type I PpsA OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) GN=ppsA PE=1 SV=1 E(blastx)=8e-46
ofav150555	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Mus musculus GN=Svep1 PE=1 SV=1 E(blastx)=9e-15
ofav36506	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=4e-22
ofav11587	Transmembrane protein 222 OS=Mus musculus GN=Tmem222 PE=1 SV=1 E(blastx)=1e-136
ofav36988	DnaJ homolog subfamily C member 16 OS=Gallus gallus GN=DNAJC16 PE=2 SV=1 E(blastx)=1e-05
ofav112928	Acetyl-coenzyme A transporter 1 OS=Rattus norvegicus GN=Slc33a1 PE=2 SV=1 E(blastx)=3e-23
ofav129605	Clathrin heavy chain OS=Drosophila melanogaster GN=Chc PE=1 SV=1 E(blastx)=2e-62
ofav7169	Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial OS=Rattus norvegicus GN=Idh3g PE=1 SV=2 E(blastx)=8e-131
ofav129117	RNA-binding protein 27 OS=Mus musculus GN=Rbm27 PE=1 SV=3 E(blastx)=1e-19
ofav45388	Thyrotroph embryonic factor OS=Mus musculus GN=Tef PE=2 SV=1 E(blastx)=3e-09
ofav36496	Transmembrane 9 superfamily member 2 OS=Mus musculus GN=Tm9sf2 PE=1 SV=1 E(blastx)=4e-09
ofav156069	tRNA (guanine-N(7)-)-methyltransferase OS=Mus musculus GN=Mettl1 PE=1 SV=1 E(blastx)=3e-77
ofav70049	Solute carrier family 23 member 1 OS=Homo sapiens GN=SLC23A1 PE=1 SV=3 E(blastx)=3e-35
ofav159221	Probable palmitoyltransferase ZDHHC1 OS=Homo sapiens GN=ZDHHC1 PE=2 SV=1 E(blastx)=5e-05
ofav27701	POU domain, class 3, transcription factor 1 OS=Homo sapiens GN=POU3F1 PE=2 SV=3 E(blastx)=6e-111
ofav55679	Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2 E(blastx)=1e-28
ofav76325	E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=3 E(blastx)=2e-30
ofav7590	THO complex subunit 2 OS=Rhinolophus ferrumequinum GN=THOC2 PE=3 SV=1 E(blastx)=3e-32
ofav62650	Protein DENND6A OS=Gallus gallus GN=DENND6A PE=2 SV=1 E(blastx)=3e-96
ofav36970	Tyrosine-protein kinase isoform SRK1 OS=Spongilla lacustris GN=SRK1 PE=2 SV=1 E(blastx)=1e-68
ofav92338	Peroxisome assembly factor 2 OS=Rattus norvegicus GN=Pex6 PE=1 SV=1 E(blastx)=2e-06
ofav150785	Homeodomain-interacting protein kinase 3 OS=Homo sapiens GN=HIPK3 PE=1 SV=1 E(blastx)=4e-39
ofav40946	Tetratricopeptide repeat protein 8 OS=Homo sapiens GN=TTC8 PE=1 SV=2 E(blastx)=4e-157
ofav58074	Zinc finger with UFM1-specific peptidase domain protein OS=Rattus norvegicus GN=Zufsp PE=2 SV=1 E(blastx)=4e-16
ofav1372	Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Xenopus laevis GN=zcrb1 PE=2 SV=1 E(blastx)=3e-44
ofav47532	Glycine receptor subunit alpha-3 OS=Rattus norvegicus GN=Glra3 PE=1 SV=1 E(blastx)=8e-110
ofav50859	MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Rattus norvegicus GN=Nifk PE=2 SV=1 E(blastx)=7e-122
ofav42329	Rab GTPase-activating protein 1 OS=Pongo abelii GN=RABGAP1 PE=2 SV=1 E(blastx)=5e-06
ofav47095	60S acidic ribosomal protein P2 OS=Mus musculus GN=Rplp2 PE=1 SV=3 E(blastx)=4e-35
ofav37690	Pleckstrin homology domain-containing family A member 8 OS=Homo sapiens GN=PLEKHA8 PE=1 SV=3 E(blastx)=7e-56
ofav42829	Protein polybromo-1 OS=Homo sapiens GN=PBRM1 PE=1 SV=1 E(blastx)=2e-45
ofav40351	T-complex protein 11-like protein 1 OS=Homo sapiens GN=TCP11L1 PE=1 SV=1 E(blastx)=8e-79
ofav56779	Sacsin OS=Mus musculus GN=Sacs PE=1 SV=2 E(blastx)=8e-12
ofav42429	SLIT-ROBO Rho GTPase-activating protein 1 OS=Homo sapiens GN=SRGAP1 PE=1 SV=1 E(blastx)=8e-114
ofav4541	Purine nucleoside phosphorylase OS=Mus musculus GN=Pnp PE=1 SV=2 E(blastx)=2e-23
ofav88358	Zinc metalloproteinase nas-15 OS=Caenorhabditis elegans GN=nas-15 PE=2 SV=2 E(blastx)=1e-34
ofav117574	E3 ubiquitin-protein ligase Bre1 OS=Drosophila melanogaster GN=Bre1 PE=1 SV=2 E(blastx)=2e-14
ofav147482	Dedicator of cytokinesis protein 7 OS=Mus musculus GN=Dock7 PE=1 SV=3 E(blastx)=4e-58
ofav42922	Transgelin OS=Gallus gallus GN=TAGLN PE=1 SV=3 E(blastx)=4e-37
ofav159253	Mediator of RNA polymerase II transcription subunit 23 OS=Xenopus laevis GN=med23 PE=2 SV=1 E(blastx)=5e-09
ofav47704	Bromodomain-containing protein 2 OS=Mus musculus GN=Brd2 PE=1 SV=1 E(blastx)=2e-133
ofav151432	Probable voltage-dependent N-type calcium channel subunit alpha-1B OS=Diplobatis ommata PE=2 SV=1 E(blastx)=2e-16
ofav40522	Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=1 SV=3 E(blastx)=1e-13
ofav152995	V-type proton ATPase subunit d OS=Manduca sexta PE=2 SV=1 E(blastx)=8e-66
ofav35928	Tetratricopeptide repeat protein 30A OS=Bos taurus GN=TTC30A PE=2 SV=1 E(blastx)=1e-152
ofav95931	Protein archease OS=Bos taurus GN=ZBTB8OS PE=2 SV=2 E(blastx)=3e-49
ofav67031	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11-A OS=Danio rerio GN=btbd11a PE=3 SV=2 E(blastx)=1e-25
ofav82535	Fumarylacetoacetase OS=Rattus norvegicus GN=Fah PE=1 SV=1 E(blastx)=1e-113
ofav23887	Synaptosomal-associated protein 23 OS=Mus musculus GN=Snap23 PE=1 SV=1 E(blastx)=9e-37
ofav90827	Cytosolic Fe-S cluster assembly factor NARFL OS=Mus musculus GN=Narfl PE=1 SV=2 E(blastx)=4e-57
ofav39021	Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=2 E(blastx)=4e-27
ofav55800	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Pongo pygmaeus GN=NDUFA6 PE=2 SV=3 E(blastx)=2e-45
ofav52349	T-complex protein 1 subunit theta OS=Bos taurus GN=CCT8 PE=1 SV=3 E(blastx)=2e-61
ofav65886	Pleckstrin homology domain-containing family G member 4B OS=Homo sapiens GN=PLEKHG4B PE=1 SV=4 E(blastx)=6e-07
ofav9053	Putative zinc finger protein 487 OS=Homo sapiens GN=ZNF487 PE=5 SV=3 E(blastx)=3e-08
ofav84782	NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Mus musculus GN=Fdxr PE=1 SV=1 E(blastx)=1e-23
ofav6958	Nucleoporin NUP188 homolog OS=Mus musculus GN=Nup188 PE=1 SV=2 E(blastx)=3e-12
ofav149	Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Mus musculus GN=Rprd2 PE=1 SV=1 E(blastx)=2e-09
ofav38465	Forkhead box protein D3 (Fragment) OS=Rattus norvegicus GN=Foxd3 PE=1 SV=1 E(blastx)=4e-20
ofav7049	RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens GN=RTF1 PE=1 SV=4 E(blastx)=5e-99
ofav10299	Melanocyte-stimulating hormone receptor OS=Nomascus concolor GN=MC1R PE=3 SV=1 E(blastx)=3e-12
ofav108037	60S ribosomal protein L21 OS=Caenorhabditis elegans GN=rpl-21 PE=3 SV=3 E(blastx)=2e-49
ofav45630	Lysosomal aspartic protease OS=Aedes aegypti GN=AAEL006169 PE=1 SV=2 E(blastx)=3e-168
ofav76182	WD repeat-containing protein 63 OS=Macaca fascicularis GN=WDR63 PE=2 SV=1 E(blastx)=2e-27
ofav38506	E3 SUMO-protein ligase RanBP2 OS=Pan troglodytes GN=RANBP2 PE=1 SV=1 E(blastx)=3e-33
ofav44823	DnaJ homolog subfamily A member 2 OS=Bos taurus GN=DNAJA2 PE=2 SV=1 E(blastx)=5e-160
ofav38089	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus GN=Dlst PE=1 SV=1 E(blastx)=4e-135
ofav51487	Ras association domain-containing protein 1 OS=Mus musculus GN=Rassf1 PE=2 SV=1 E(blastx)=1e-72
ofav108442	Integrator complex subunit 9 OS=Mus musculus GN=Ints9 PE=1 SV=1 E(blastx)=3e-78
ofav37055	Leucine-rich repeat-containing protein 61 OS=Mus musculus GN=Lrrc61 PE=2 SV=1 E(blastx)=3e-38
ofav154969	RNA polymerase-associated protein LEO1 OS=Xenopus laevis GN=leo1 PE=2 SV=1 E(blastx)=2e-10
ofav127392	Interleukin-1 receptor-associated kinase 1-binding protein 1 OS=Homo sapiens GN=IRAK1BP1 PE=1 SV=1 E(blastx)=6e-09
ofav78949	Pescadillo homolog OS=Nematostella vectensis GN=v1g194255 PE=3 SV=1 E(blastx)=7e-45
ofav107553	Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens GN=HERC1 PE=1 SV=2 E(blastx)=3e-58
ofav36640	Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1 E(blastx)=3e-26
ofav41721	Matrilin-4 OS=Mus musculus GN=Matn4 PE=1 SV=1 E(blastx)=4e-15
ofav52709	Ethanolaminephosphotransferase 1 OS=Mus musculus GN=Selenoi PE=2 SV=3 E(blastx)=1e-43
ofav57164	Membrane-associated phosphatidylinositol transfer protein 2 OS=Mus musculus GN=Pitpnm2 PE=1 SV=2 E(blastx)=7e-126
ofav76431	Potassium voltage-gated channel protein eag OS=Drosophila melanogaster GN=eag PE=1 SV=2 E(blastx)=4e-17
ofav84995	UPF0415 protein C7orf25 OS=Homo sapiens GN=C7orf25 PE=1 SV=1 E(blastx)=1e-33
ofav112231	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Mus musculus GN=Ankrd28 PE=1 SV=1 E(blastx)=7e-120
ofav146776	Vacuolar protein sorting-associated protein 13A OS=Mus musculus GN=Vps13a PE=1 SV=1 E(blastx)=8e-35
ofav22675	26S proteasome non-ATPase regulatory subunit 9 OS=Bos taurus GN=PSMD9 PE=1 SV=1 E(blastx)=1e-11
ofav22138	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Mus musculus GN=Plcg1 PE=1 SV=2 E(blastx)=6e-15
ofav70491	Transmembrane protein 115 OS=Mus musculus GN=Tmem115 PE=1 SV=1 E(blastx)=2e-171
ofav41399	Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1 E(blastx)=1e-31
ofav99144	Amidophosphoribosyltransferase OS=Drosophila melanogaster GN=Prat PE=1 SV=2 E(blastx)=3e-69
ofav118272	F-box-like/WD repeat-containing protein TBL1X OS=Mus musculus GN=Tbl1x PE=1 SV=2 E(blastx)=8e-41
ofav45756	Oncoprotein-induced transcript 3 protein OS=Homo sapiens GN=OIT3 PE=1 SV=2 E(blastx)=3e-31
ofav35131	60S ribosomal protein L31 OS=Rattus norvegicus GN=Rpl31 PE=2 SV=1 E(blastx)=2e-45
ofav93520	GFP-like fluorescent chromoprotein cFP484 OS=Clavularia sp. PE=1 SV=1 E(blastx)=1e-15
ofav55673	Protein C12orf4 homolog OS=Rattus norvegicus PE=1 SV=1 E(blastx)=2e-93
ofav12559	U6 snRNA-associated Sm-like protein LSm3 OS=Mus musculus GN=Lsm3 PE=1 SV=2 E(blastx)=8e-35
ofav31276	RNA-binding protein 8A OS=Rattus norvegicus GN=Rbm8a PE=1 SV=1 E(blastx)=1e-91
ofav1768	Huntingtin OS=Homo sapiens GN=HTT PE=1 SV=2 E(blastx)=4e-10
ofav71718	Protection of telomeres protein 1 OS=Mus musculus GN=Pot1 PE=1 SV=1 E(blastx)=5e-39
ofav64765	Putative E3 ubiquitin-protein ligase UBR7 OS=Mus musculus GN=Ubr7 PE=1 SV=1 E(blastx)=1e-32
ofav64545	Metal transporter CNNM2 OS=Rattus norvegicus GN=Cnnm2 PE=2 SV=1 E(blastx)=2e-30
ofav82597	Homeobox protein DLX-1 OS=Homo sapiens GN=DLX1 PE=1 SV=3 E(blastx)=2e-40
ofav12098	Nuclear pore complex protein Nup107 OS=Mus musculus GN=Nup107 PE=1 SV=1 E(blastx)=6e-85
ofav33742	Neuronal acetylcholine receptor subunit alpha-7 OS=Rattus norvegicus GN=Chrna7 PE=1 SV=2 E(blastx)=3e-53
ofav104938	Neurotrypsin OS=Trachypithecus phayrei GN=PRSS12 PE=3 SV=1 E(blastx)=8e-168
ofav66210	LRP2-binding protein OS=Danio rerio GN=lrp2bp PE=2 SV=1 E(blastx)=4e-32
ofav130045	Serine/threonine-protein kinase PAK 5 OS=Rattus norvegicus GN=Pak5 PE=1 SV=1 E(blastx)=7e-77
ofav28241	Frizzled-8 OS=Rattus norvegicus GN=Fzd8 PE=2 SV=1 E(blastx)=3e-38
ofav65505	Failed axon connections homolog OS=Mus musculus GN=Faxc PE=2 SV=1 E(blastx)=4e-28
ofav16577	SEC14-like protein 2 OS=Rattus norvegicus GN=Sec14l2 PE=1 SV=1 E(blastx)=1e-84
ofav22793	NAD(P)H-hydrate epimerase OS=Homo sapiens GN=NAXE PE=1 SV=2 E(blastx)=9e-173
ofav58250	Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens GN=PPP4R1 PE=1 SV=1 E(blastx)=5e-25
ofav14981	Protein LLP homolog OS=Mus musculus GN=Llph PE=1 SV=1 E(blastx)=1e-60
ofav67396	TNF receptor-associated factor 1 OS=Mus musculus GN=Traf1 PE=1 SV=2 E(blastx)=2e-31
ofav110221	Rab proteins geranylgeranyltransferase component A 1 OS=Mus musculus GN=Chm PE=1 SV=1 E(blastx)=3e-27
ofav101941	Inositol-3-phosphate synthase 1 OS=Mus musculus GN=Isyna1 PE=1 SV=1 E(blastx)=2e-43
ofav34230	Calpain-7 OS=Mus musculus GN=Capn7 PE=2 SV=1 E(blastx)=4e-49
ofav46208	E3 ubiquitin-protein ligase NRDP1 OS=Mus musculus GN=Rnf41 PE=1 SV=1 E(blastx)=3e-38
ofav40935	Glypican-4 OS=Mus musculus GN=Gpc4 PE=1 SV=2 E(blastx)=2e-38
ofav90511	Dipeptidyl peptidase 3 OS=Rattus norvegicus GN=Dpp3 PE=1 SV=2 E(blastx)=9e-48
ofav28436	Dedicator of cytokinesis protein 1 OS=Mus musculus GN=Dock1 PE=1 SV=3 E(blastx)=2e-29
ofav26034	E3 ubiquitin-protein ligase UBR3 OS=Mus musculus GN=Ubr3 PE=1 SV=3 E(blastx)=5e-18
ofav44424	Eukaryotic translation initiation factor 3 subunit A OS=Xenopus laevis GN=eif3a PE=2 SV=1 E(blastx)=4e-06
ofav27311	60S ribosomal export protein NMD3 OS=Danio rerio GN=nmd3 PE=2 SV=1 E(blastx)=5e-45
ofav124435	Germ cell-less protein-like 1 OS=Mus musculus GN=Gmcl1 PE=1 SV=2 E(blastx)=3e-11
ofav57191	Tubulin monoglycylase TTLL3 OS=Mus musculus GN=Ttll3 PE=1 SV=1 E(blastx)=4e-09
ofav64745	BTB/POZ domain-containing protein KCTD3 OS=Homo sapiens GN=KCTD3 PE=1 SV=2 E(blastx)=5e-30
ofav127446	Ephrin type-B receptor 1-B (Fragment) OS=Xenopus laevis GN=ephb1-b PE=1 SV=1 E(blastx)=9e-25
ofav37573	Regulator of G-protein signaling 12 OS=Mus musculus GN=Rgs12 PE=1 SV=2 E(blastx)=2e-06
ofav19395	Tyrosine protein-kinase src-1 OS=Caenorhabditis elegans GN=src-1 PE=1 SV=1 E(blastx)=2e-10
ofav47570	Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2 E(blastx)=2e-31
ofav54966	BolA-like protein 3 OS=Mus musculus GN=Bola3 PE=1 SV=1 E(blastx)=1e-56
ofav44950	Poly(U)-specific endoribonuclease-B OS=Danio rerio GN=endoub PE=2 SV=1 E(blastx)=1e-82
ofav26845	Cytochrome P450 3A19 (Fragment) OS=Capra hircus aegagrus GN=CYP3A19 PE=2 SV=1 E(blastx)=2e-54
ofav56605	Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2 E(blastx)=1e-157
ofav32385	60S ribosomal protein L7 OS=Bos taurus GN=RPL7 PE=2 SV=1 E(blastx)=1e-31
ofav29936	Neurogenic locus notch homolog protein 2 OS=Homo sapiens GN=NOTCH2 PE=1 SV=3 E(blastx)=3e-90
ofav98157	Centrosomal protein of 19 kDa OS=Rattus norvegicus GN=Cep19 PE=2 SV=2 E(blastx)=2e-10
ofav51995	Protein TAR1 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) GN=TAR1-A PE=4 SV=2 E(blastx)=7e-07
ofav26679	Proteasome inhibitor PI31 subunit OS=Bos taurus GN=PSMF1 PE=2 SV=2 E(blastx)=8e-06
ofav112719	Uridine-cytidine kinase-like 1 OS=Mus musculus GN=Uckl1 PE=1 SV=1 E(blastx)=1e-34
ofav26643	Tumor suppressor candidate 2 OS=Homo sapiens GN=TUSC2 PE=1 SV=3 E(blastx)=7e-17
ofav4189	Major facilitator superfamily domain-containing protein 1 OS=Bos taurus GN=MFSD1 PE=2 SV=1 E(blastx)=9e-08
ofav39425	Angiopoietin-4 OS=Bos taurus GN=ANGPT4 PE=2 SV=1 E(blastx)=7e-33
ofav106367	Caveolin-1 OS=Takifugu rubripes GN=cav1 PE=3 SV=1 E(blastx)=6e-21
ofav39612	Vesicle-associated membrane protein 2 OS=Rattus norvegicus GN=Vamp2 PE=1 SV=2 E(blastx)=4e-40
ofav136886	Zonadhesin OS=Homo sapiens GN=ZAN PE=2 SV=4 E(blastx)=7e-06
ofav103721	Protein alan shepard OS=Drosophila willistoni GN=shep PE=3 SV=2 E(blastx)=2e-10
ofav44443	PP2C-like domain-containing protein CG9801 OS=Drosophila melanogaster GN=CG9801 PE=2 SV=1 E(blastx)=8e-57
ofav46329	Integrin alpha-7 OS=Rattus norvegicus GN=Itga7 PE=1 SV=2 E(blastx)=1e-91
ofav89889	Intron-binding protein aquarius OS=Homo sapiens GN=AQR PE=1 SV=4 E(blastx)=8e-10
ofav144000	Alpha-1,2-mannosyltransferase ALG9 OS=Mus musculus GN=Alg9 PE=2 SV=1 E(blastx)=8e-42
ofav132975	DNA-dependent protein kinase catalytic subunit OS=Gallus gallus GN=PRKDC PE=2 SV=1 E(blastx)=1e-16
ofav32010	Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1 E(blastx)=3e-170
ofav36529	SCY1-like protein 2 OS=Mus musculus GN=Scyl2 PE=1 SV=1 E(blastx)=7e-65
ofav82564	DNA mismatch repair protein Msh3 OS=Homo sapiens GN=MSH3 PE=1 SV=4 E(blastx)=7e-18
ofav55694	ABC transporter G family member 24 OS=Arabidopsis thaliana GN=ABCG24 PE=2 SV=2 E(blastx)=8e-06
ofav81317	DnaJ homolog subfamily C member 3 OS=Gallus gallus GN=DNAJC3 PE=2 SV=1 E(blastx)=2e-10
ofav79086	Bone morphogenetic protein 1 OS=Xenopus laevis GN=bmp1 PE=1 SV=1 E(blastx)=8e-22
ofav109904	Non-lysosomal glucosylceramidase OS=Drosophila melanogaster GN=CG33090 PE=1 SV=1 E(blastx)=1e-35
ofav2747	Elongation factor 2 OS=Caenorhabditis elegans GN=eef-2 PE=2 SV=4 E(blastx)=1e-45
ofav25138	Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens GN=CHD1 PE=1 SV=2 E(blastx)=3e-133
ofav71289	Sodium channel protein type 9 subunit alpha OS=Oryctolagus cuniculus GN=SCN9A PE=2 SV=1 E(blastx)=5e-40
ofav43133	RIMS-binding protein 2 OS=Rattus norvegicus GN=Rimbp2 PE=1 SV=2 E(blastx)=6e-44
ofav25585	Transmembrane protein 184B OS=Homo sapiens GN=TMEM184B PE=1 SV=2 E(blastx)=1e-128
ofav3261	Vacuolar protein sorting-associated protein 13D OS=Homo sapiens GN=VPS13D PE=1 SV=2 E(blastx)=2e-06
ofav57502	D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3 E(blastx)=5e-48
ofav126702	60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2 E(blastx)=2e-32
ofav43688	Cytochrome c oxidase assembly protein COX15 homolog OS=Bos taurus GN=COX15 PE=2 SV=1 E(blastx)=6e-10
ofav97788	D(2) dopamine receptor A OS=Xenopus laevis GN=drd2-a PE=2 SV=1 E(blastx)=1e-15
ofav74001	Probable 60S ribosomal protein L37-A OS=Drosophila melanogaster GN=RpL37a PE=1 SV=1 E(blastx)=4e-30
ofav85241	Leucine-rich repeat and WD repeat-containing protein 1 OS=Xenopus tropicalis GN=lrwd1 PE=2 SV=1 E(blastx)=1e-17
ofav12437	Switch-associated protein 70 OS=Mus musculus GN=Swap70 PE=1 SV=2 E(blastx)=3e-41
ofav59538	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 OS=Rattus norvegicus GN=Plcb4 PE=1 SV=2 E(blastx)=3e-52
ofav38769	ATP-dependent RNA helicase DEAH12, chloroplastic OS=Arabidopsis thaliana GN=At5g10370 PE=3 SV=1 E(blastx)=9e-07
ofav129870	Myosin heavy chain, striated muscle OS=Argopecten irradians PE=1 SV=1 E(blastx)=6e-48
ofav125902	60S ribosomal protein L5 OS=Bos taurus GN=RPL5 PE=2 SV=3 E(blastx)=6e-32
ofav44050	Probable E3 ubiquitin ligase SUD1 OS=Arabidopsis thaliana GN=SUD1 PE=1 SV=1 E(blastx)=5e-57
ofav46499	Kalirin OS=Mus musculus GN=Kalrn PE=1 SV=1 E(blastx)=5e-134
ofav51080	Methylmalonic aciduria and homocystinuria type D homolog, mitochondrial OS=Gallus gallus GN=MMADHC PE=2 SV=1 E(blastx)=3e-32
ofav84669	Traf2 and NCK-interacting protein kinase OS=Mus musculus GN=Tnik PE=1 SV=2 E(blastx)=3e-101
ofav2255	Probable serine/threonine-protein kinase roco5 OS=Dictyostelium discoideum GN=roco5 PE=3 SV=1 E(blastx)=3e-07
ofav9133	40S ribosomal protein S3-A OS=Xenopus laevis GN=rps3-a PE=2 SV=2 E(blastx)=3e-46
ofav3015	Coiled-coil domain-containing protein 18 OS=Mus musculus GN=Ccdc18 PE=1 SV=1 E(blastx)=1e-05
ofav41637	Immediate early response 3-interacting protein 1 OS=Rattus norvegicus GN=Ier3ip1 PE=3 SV=1 E(blastx)=2e-12
ofav42977	Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2 E(blastx)=5e-177
ofav84093	Probable 3',5'-cyclic phosphodiesterase pde-5 OS=Caenorhabditis elegans GN=pde-5 PE=3 SV=3 E(blastx)=8e-18
ofav143934	28S ribosomal protein S22, mitochondrial OS=Bos taurus GN=MRPS22 PE=1 SV=2 E(blastx)=2e-23
ofav6737	Synaptic vesicle 2-related protein OS=Xenopus laevis GN=svop PE=2 SV=1 E(blastx)=8e-10
ofav64814	Diacylglycerol kinase gamma OS=Homo sapiens GN=DGKG PE=2 SV=3 E(blastx)=1e-179
